Comment	Sentiment
THIS is the kind of content that we need. Calling out trash markets and helping people find honest answers, doing the side-by-side comparisons they can't do. Thanks for this! Glad to know the Rove R2-4K I got as a gift is not far from really the peak in the market and is "good enough" if not overpriced a bit.	2
"Yup, it's amazing though how the market then changes brands for each country. In germany we have an entirely different line of knock-off chinese brands. Which ultimately look alike same goes for the Australian / american market. I am kinda stoked to see though what sort of dashcams are actually used within South Korea, Japan if anybody could give a hint to that! I mean surely they must have great dashcams right? Japan being the leading technology country in the 80s and having a severe amount of car enthusiasts, and well South Korea being well the main birth place of any technology centre and fab well at least a good portion in my mind.

I bought this one due to a recommendation from a friend of mine. Problem I have with it is quality related the G-Sensor broke not long after I bought the thing and started using it kinda unfortunate. This creates an issue of the thing constantly making emergency recordings. And in that mode you can't disable the screen from flashing so at night drives you'll really get beamed in your faze and think someone put a flashlight up to your head nope. It's your f#+*^# dashcam You can improve further the video quality for e.g. when experincing intense sun glare which is usually caused on these by using a ND-Filter you just have to find your own way to mount them. Usually there is full filter clamping solutions. Because you'll have to overshoot with the filter anyhow.

I didn't do this yet as I did not find it nessecary to do so but a big german dashcam clip compilation maker did recommend this in one of his dashcam review videos half a year ago or so 
name of the channel is ""Eure Videos Fahrnünftig""

German Amazon
ThiEye CV3-211 https://www.amazon.de/dp/B08DCWG1K5

American market
Jansite https://www.amazon.de/dp/B08DCWG1K5

NexiGo D80 https://www.amazon.com/dp/B09CZ5MJ3C

Australian & NZ market
Volway https://www.amazon.com/dp/B09HBY5KWH"	2
In all fairness, the VIOFO actually looks pretty great. Actually worth considering over the Thinkware F70 if the budget isn't too tight.	2
"When I went looking for a dashcam my main criteria was that it has a super cap instead of a battery, cause I really don't think the batteries would handle the -20 to -30c temps in winter and the exact opposite in the summer along with however much the sun heats up the interior. (I know you can take them off but I kinda wanted an install and forget about it kind of system)

For actual performance it's much better to just find someone elses footage cause the resolution and other specs are very misleading, unless you really know your camera sensor specs."	0
I had my suspicions about this for a long time, thank you for finally calling this issue out.  It sounds like there's a hole in the market for a truly high quality dashcam that's not Chinese crap.  Hopefully some tech company sees this and swoops in.  I'm tired of all these countless trash brands on Amazon with unpronounceable names.	0
"I've been wanting to make this video for SUCH a long time!  That Royole Display was just SO hard to get hold of by HOLY COW was it worth it!! 
To check out my other Ridiculous Tech Unboxings: https://www.youtube.com/watch?v=w7ZcS2vEzIw&list=PLflqtq8EOGAL_OmnMixISKvdDwvWvoQGs&index=2"	0
I love the fact that you put “Thinnest Rick Roll” and “Can you legally employ a cat” on the search history even if it flashed on the screen for a second. You are one of the only creators that put 100% effort and detail into their content. Keep it up!	2
"His search history:
“Thinnest windows laptop”
“Thinnest keyboard” 
“world’s thinnest mouse”
“Thinnest charger”
“is it legal to employ a cat”
“can cats edit YouTube videos”
“Thinnest rickroll in the world”
“thinnest Rick astley”"	1
I’d say the coolest thing in this video is the desk pc. Saves room and it’s cool to see the desk, but I wonder how much it cost and if it’s worth buying?	2
I'm just here to say thank you to him, the generosity he has shown will forever be in my heart. Thanks for the perfect job	2
i own a remarkable 2 and that feeling surreal to hold was the same thing i felt when i got it, its great for anyone wanting a device to write with for school and so much thinner and easier to carry around than a notebook or binder, especially since you can import and export pdfs for downloading and submitting assignments online	2
Man, I love how he went from a smartphone focused creator to just all inventions overall. This is incredible keep it up Arun 😃	2
Thankyou for the effort you put into your videos. You spend thousands on each video just for your fans. Respect ✊	2
That desk pc is now on my bucket list! 😍	2
"I love the fact that you put hilarious search histories 
at 2:33 this is the kind of content YouTubers need to make keep up the good work 😊☺️☺️😊"	2
"Install Raid for Free ✅ IOS/ANDROID/PC: https://clcr.me/hG0u2y and get a special starter pack 💥 Available only for the next 30 days
This is the BEST iPhone accessory in 2022 ➡ https://geni.us/i1OibaB
Like these Wallpapers? Download them here ➡ https://bit.ly/2WNc6Qw
iPhone 14 MagSafe Accessories ➡ https://geni.us/xYuw"	2
In spite of the huge upgrades, especially for the Pro models, it would be interesting to see how many will upgrade to the iPhone 14 lineup, given that the iPhone 13 lineup is as popular as ever	2
Honestly can’t wait for the camera testing you do on the pros. As a iPhone 8 user anything will be an improvement though lol.	2
I’ve been holding out cause i just felt it wasn’t worth upgrading but with everything coming to the 14 pro and the diminishing battery on my current iPhone X, it might be time to retire my phone after 5 years.	1
Definitely upgrading from my 12 Pro Max to the 14 Pro Max, I'll get at least half the cost of the new phone back with trade in. Major upgrade in battery, camera, and the screen.	2
In my opinion the 13 mini is the best phone ever made. Seems I’m in a minority but it’s brilliant.	2
Eh, I’m sticking with my 13 Pro Max until probably the 15 or 16. The cameras on the 14 Pros are literally the biggest worthwhile change this year imo.	2
I'm going to wait for the scheduled iPhone 15 Pro which will be scheduled to release in October 2023 if everything goes to plan. It is expected to have a USB C port and faster charging like the iPhone 14 series. This is what really matters for me.	2
I'm getting the Pro. Been using the 12 Pro Max since it came out and I think it's too big for one hand use.	1
I might upgrade from my 11 Pro to the 14 Max. I guess I don’t care enough to spend the money on the pro Max, but I want the bigger display and better battery life	2
The information is easily digestible, thanks!	2
I think we need to have "Period" Support with a Gynecologist next! 😉 I'm dying to answer some period health questions!	1
This guy is so professional and has such a calm aura about him. Exactly what I would like my doctor to have.	2
This guy is just wonderful, I like that sense of humor in a doctor. "Dr, what is wrong with me?" "Yes."	2
I had a great time with these questions!  Thanks WIRED 💚!!!	2
1:09 ‘No, just you’ actually got me🤣🤣 I love how they choose professionals with such great fun and easy going personalities❤️It makes science a little less nerdy	2
Seriously, how are these weird topics so engaging? Probably the professionals they feature, but this is a fantastic series.	2
As someone with Ulcerative Colitis, I'm glad to see gastrointestinal issues being put on the spotlight. As well as a specialist educating people on this. Taking care of yourself before it becomes chronic is key!	2
Had the pleasure of working at the same practice as Dr Iroku during his time in NC. He truly is just as nice in person as he appears in this video. So nice to see a familiar face!	2
Dr Iroku has nailed perfect balance of being fun and informative while remaining professional. Perfect for this series!	2
Reminder: DO NOT fall for the fake Telegram and WhatsApp accounts trying to have you claim a prize through texting them. It's fake and a scam. I personally contact the winners through my official account only.	0
This was one of the best "cool tech" episodes in a while, wow... That pocket operator was awesome and I don't even make music	2
"1:20 Led Message Panel
2:44 8k/4k HDMI 2.1 Switcher
3:57 Womier Phantom Keyboard
6:17 Pocket Operator
8:52 Behringer UM-2 Audio Interface"	1
I used to have that audio interface. 10/10 for those who wanna switch from a usb mic to xlr. Great choice of items this month Frank 👌	2
Love those pocket operators. Never heard of them until this video and now I've done a ton of research on em lol. Would like to pick one up someday. Thanks for bringing this dope tech to our attention good sir!	2
That LED Message Board is super cool! So many options for use. Love watching your videos and seeing all of the cool affordable tech!	2
Love the Wormier keyboard! I have a full size keyboard and the compact option looks amazing and will be a better fit for my small desk.	2
I love how there's infinite possibilities that you can do with the pocket operator. Would love to pick up one of those for exploring it!	2
My favorite cool tech gadget in this episode was definitely the audio interface as I am starting to get into the streaming world. Great episode and for the amazing content.	2
Gotta say this is one of the best episodes of the series in a while! I actually think every single one of these things would be something I'd go out to buy, especially the LED sign. I finally am picking back up my plan to build my own PC and the flexibility of the sign adds a lot of, well, flexibility on how I want my endgame to turn out.	2
"Teachers: There are no stupid questions

Wolfgang Puck: ""Well, Tracey, that's a stupid question"""	0
he's a nice fun guy, he told my dad  ( at an event my dad was cooking at ) that " he had never seen so many steaks cooked so perfectly so quickly"  and it's one of his favorite memories. we have a signed picture with him and my parents in it   : D	2
"He seems like such a fun person omg 
“Keep calm and smoke a joint”
“Let me teach you English”
“Tracy that’s a stupid question”
“Idk what school you’re going to but maybe you should change schools”
IM DEAD"	1
Idk if this was intentional but I really like how he said “practice makes better” rather than “practice makes perfect”	2
“Have a drink or smoke a joint.” Thanks, Chef. I’ll do both.	2
If you settle a lemon, a great cheesecake and a chocolate soufflé in a circle and chant "restauranteur" three times in a mirror, Wolfgang Puck will appear behind you.	1
I think its kinda cool that Elizabeth Haigh sent the tweet about nervous breakdowns the same month she opened her restaurant, and now that her question is being answered, she has a michellin star	2
I like that he mentioned the omelette thing. Many years ago I took culinary classes when I considered trying to become a chef, and an instructor I had emphasized the importance of a good omelette for restaurant interviews. Glad to know I wasn't led astray in that	2
I can’t wait to put edible flowers all over my morning Cheerios	2
I love how he's wearing a bracelet that says ''allergic to stupidity''	2
The price of todays bikes is absolutely bonkers, doesnt make any sense whatsoever if you compare it to motorcycles or even cars	0
The price of the road-going Kawasaki really tells how overpriced the push bikes are.	0
Fun fact about horsepower: it's the amount of power a horse can sustain for an entire day so a galloping horse actually has 15 horsepower.	2
I love and ride both types of two wheeled  transportation 😂. #GCNtech your talking my language!!	2
Another great video, two 👍🏽 thumbs up. I know little to nothing about about motorcycle riding; nevertheless, the GCN team once again has brought another layer to overall world of cycling which for me makes even more interesting. Wishing the best for Scott & his team. 👍🏽	2
This was a fascinating look at something I love, by some genuinely interested people. I will add that you can build a significantly cheaper race bike, for a lower key series and still have fun on the track. I have a Minitwin which is relatively cheap to run, but a friend of mine has a litre plus missile and every time he crashes it, it costs about £5k and six months at least to fix! However, I far prefer long adventure rides to whizzing around the track, all of which you can do on a minitwin. 😁	2
Next week on Battle of the Tech: Hank vs Golden Retriever	1
You left off the most important consideration: How many bottle holders do you have?	1
Hopefully you were able to interview some of the riders who train on bicycles.	1
"As a lapsed Superbike obsessive. It always bothered me hearing GCN call top road bikes Superbikes.
Now I mostly watch cycling and I'm used to it."	0
Hanging onto my 8T for now. Curious to see what OnePlus does after the 10 overall coz the 9 & 10 didn't move me. They keep constantly moving from what made them great with each variant 😩, the OnePlus 6 being their last great phone	2
I’ve always wondered what it’s like for a tech reviewer to be constantly switching phones. Would love to see a how I set up my phone from a tech reviewer type video or something similar	1
I’m waiting for the Oneplus 10S or P or Q	2
Pretty happy with the oneplus 9. Camera is killer for sunny days on the beach. The oneplus carbon fiber case makes it feel excellent in the hand.	2
OnePlus have been making some solid looking hardware these days. That being said it does feel like they have been sort of trying to become the next Samsung with the number of phones that they have been launching.	2
You are the only youtuber who compared these two phones for the first time, thank you so much 🙂	2
Always here for u chris. Mad respect.	2
"Oppo did OnePlus so dirty  
😭 Heart breaks for OnePlus fans 
R.I.P  oxygen OS and OnePlus"	0
"Man, OnePlus is in the wrong direction after Carl Pei left.
From *flagship killer* to *forgettable company*"	0
Depends on the company lol, my company was on a hiring freeze from 2021-2022 and now is hiring software engineers en masse.	1
Nice one Zoe. Great job. Keep us up to date on the latest computer programming news. Great job. 👍👏🤩	2
Lots of profit negative tech startup companies with an over abundant of overpaid employees…..honestly who hasn’t seen this coming?	0
It's just usual trimming of the fluff when excess liquidity is withdrawn. It's important to do it before you get to the down rounds.  That way VCs can decide which baby chicks to feed and which ones to shove out of the nest.	1
What slowdown lol? It was abnormally fast and now with the recession, VCs realized many of these startups aren’t profitable so they laid off people. The big ones are still hiring and tech adoption isn’t nearly as much for it to slow down anytime soon.	0
I work in Cybersecurity. It hasn’t slowed down much because you can’t just stop securing your systems.	1
Slow hirings may be caused by a rapid rising labor cost in hi tech ind	0
That's really a problem with service economy. Most tech companies don't even produce a nail. They do things that are intangible, you cay easily live without them. If Netflix goes down I am sure there will not be any catastrophic event. If some manufacturing companies goes down, let's say the one that makes baby formula, it could trigger a panic.	0
"Startups and bitcoin tech? Definitely. Hiring freeze at big tech companies? Maybe/Nah. You still get regular churnovers that free up positions (especially now where ppl switch jobs every 2 yrs). 

Can you imagine a world without Amazon, Google, Microsoft? What are ppl gonna do? Switch to Linux and roll with Libra office and vim?"	1
Good video as usual 👌👌	2
The Future of Tech is looking more and more Amazing	2
The future of Tech is soo beautiful	2
Good day, Future Tech. I noticed your excellent video and am impressed with your amazing sharing on products. We'd love to collab on a new product experience we're working on, what would be the best email to contact you?	2
Could Coolper become the average New Yorker’s dream? Hmm, make that every ‘coffee lover’..... can’t help but notice Pixy’s here again. A nice hands free it is.👍	2
6:41 Russell Westbrook Need this ! 😅	1
"30meters per hour? Jezus I might just walk
P.s. please include rough prices"	1
Enjoyed your video and I gave it a Thumbs Up for the support of your channel	2
"2:09 so I'm guessing when you make an ad for your product do you really want a guy sleeping right in the middle with an ""It is what it is"" pillow? >.< lol while everyone else is having fun
2:37 and that blistering scooter speed of 0-30 meters.... per hour >.< I think you meant kilometers per hour. 
All in all pretty cool stuff. I like the Coolper I can really see that taking off. Huupe seems to be novelty. I can imagine the horror as soon as someone forgets there is a TV there and slams a ball only to shatter the device lol. The life straw actually works. Ive seen several science channels take pond water and view it under a microscope then filter it and view it again. It really does work but it does not filter out chemicals in the water, just microparticles and microbes."	2
I'm over this channel because 90% of the products they feature in their videos, are on Kickstarter, and honestly at this point they should change the name from, "Kick Starter"  to "Never Starter" LOL🤣😱🫣🤷🏾‍♀️, I'm just saying, as I'm also laughing my butt off, because that was hella funny, and it's also hella true, and yes it was also hella shady as well, sorry I couldn't help myself, anyway back to my point, because trust me it's a really good point, and just in case you're still laughing, let me get you back on track, so like I said 90% of the products featured on this channel and it's sister channel, or products that are on Kickstarter, and about 80% to 90% of the products on Kickstarter never even make it to market, that's right you read that correct, and my numbers are correct, because I did my research, so basically this channel, future tech and its sister channel, the future is now, both channels are useless, because over 90% of the products that they show you, you will never ever be able to purchase, so basically honestly it's a waste of everybody's YouTube time, unless you like looking at videos that feature products and gadgets, that will never come to market, and that you will never be able to purchase, seriously on being funny and sarcastic but also serious, because honestly I'm so over it and I'm over this channel, that's why I have unsubscribe and I'm telling everybody else to unsubscribe, so have you unsubscribed, please everybody unsubscribe, because at this point in time future tech and the future is now, and all those channels that display products that are on Kickstarter, and the keyword here is "display" because basically all the products are prototypes that are on display, and the public will never be able to buy them because they will never come to market, oh Kickstarter oops I'm sorry I mean never starter, oh my God I'm sorry I couldn't help myself because it's still so funny LOL, 🤣😂😭 but like I said these products never end up going to market and never end up being sold, so this whole useless channel is a waste of my time and your time and everybody else's time okay, now guess what... time's up so goodbye, and remember everybody please do yourself a big favor and unsubscribe!*🤷🏾‍♀️👍🏾👏🏾🤣😱🙊🙀🤯	2
awesome	2
This lady is awesome. Her voice makes my throat hurt but I could watch her for hours.	2
"For all people after Covid who want their smell back : I did exactly what she described BUT went a step further and tried to smell back first SMELLS I USED TO HATE or made me want to puke. I feel that it trully helped getting my smell back faster !!! The hate in our brain is a true booster, it just triggers something XD 
Please let me know if it worked for you too! Wishing all a speed recovery <3"	2
It still blows my mind that companies have entire teams deciding whether or not a flavor is going to appeal to the masses, and yet somehow Swedish Fish flavored Oreos were still greenlit.	0
Interesting note: Real wasabi is difficult to cultivate and package and ship. It also grows only in a specific riverbank environment, which makes real wasabi expensive and in low supply. When young, real wasabi is a bit sweet not spicy. The "wasabi" that comes with your sushi dinner in America, it is most often just horseradish with green food coloring. This green-dyed horseradish replacing actual wasabi is known in the food world as an ersatz or a replica food.	1
That “section of the tongue” theory is so funny to me because it’s what I was taught as a fact in my high school anatomy class and I was trying to test that out on my own and never could, I would always taste every flavor no matter where it was in my mouth. I have never heard anyone say it wasn’t true so it’s cool to hear now	2
This woman is unbelievably amazing - I want a PhD in taste and I want her to be my professor - I’m a lawyer and after this ONE video I’m prepared to quit and pursue taste 😂	2
What she said about the packaging affecting the taste is so true! I always think delivery pizza smells so good, and it’s the pizza in the cardboard box that makes it smell amazing. Just not the same without the box 😆	2
"when I was a kid in kindergarten we did an experiment with that old fake 'five flavors' taste zones thing and I never got it. I could always taste everything on every part of my tongue.
I felt vindicated like two decades later when it came out that that was horsecrap but I can't exactly go rub it in my kindergarten teacher's face can I"	0
The amount of people Wired gets to interview is amazing.....all of them has the passion of the kinds of job they r doing.... idk if "job" is the right word to use  when ua doing something what u love.	2
Also, the amount of carbonation to syrup isn't set in the soda machines, and can be changed.  A soda with more carbonation is a 'dry' soda. A restaurant I loved would mix their own rootbeer syrup, and you could ask for it to be a dry or sweet, whichever was your preference.	2
Maybe it's because I know she's an audiologist but she annunciates everything beautifully and speaks with an even sound level. Like she clearly works with the hearing impared to naturally say every sound in a word to be heard as easily as possible	2
I’m so glad she talked about how hearing aids are more complicated than just a mic and speaker, as someone who has had two of them since I’ve been four I’ve had to explain that so many times (also having automatic Bluetooth ears is super cool)	2
My doctor also told me that our ears are self-cleaning. But when I pressured her for some off-the-record advice, she finally conceded that if I really.. REALLY.. felt the need to clean inside my ear canal, I could go ahead and use my elbows. I just adore my doctor!	2
Brilliant, well-spoken, well-enunciated, and a welcoming and animated face.  Great video!  I learned a lot.	2
The way I was hyped to to this!! I was born with hearing loss, so I had to see MANY audiologist in my life so far. People like her made my life so much easier. Her talking about hearing aids and clearing up misconceptions or even spreading knowledge made me smile ear to ear.	2
About earplugs at concerts - there are a variety of frequency-balanced earplugs that protect your hearing while preserving the sound quality of the music (Eargasm and Hearos are a couple of examples). I HIGHLY recommend them!	2
As someone who has been to many loud concerts and been in infantry, combat, and is now nearing 60, you should wear hearing protection whenever you can, same as sun protection for skin and sun glasses for your eyes.	1
Honestly, my main take away is that I've been saying "tinnitus" wrong my whole life.	0
Loved this as someone who previously studied to be an audiologist in the past. Also just love all of the "expert answers" videos on this channel. Thanks WIRED and Dr. Emily!	2
This was super fascinating, although the part about the ear drum being able to self repair was the most surprising to me.	2
The universal hate for printers is what unites humanity.	0
I suddenly gained immense amount of respect for Dyson after watching this.	2
I'm just shocked and saddened that they've ignored the most significant vacuum cleaner advance: the retractable cord.	0
You know you’ve made it in life when you can wear glasses like that with absolute conviction.	2
James Dyson is actually giving really good advice here. A lot of these types of Q&A's give really generic advice.	2
"""It's a printer""
Lol. Doesn't even matter what kind of printer, everyone can relate."	1
Probably the best interview/Answers so far. He leaps off the screen with his eloquent and articulate manner. It is very apparent that he is simply a genius.	2
This was so entertaining, I had no idea the person behind Dyson was a true, genuine and passionate inventor. And to see him speak so nicely about independent designers and the unfair problems they face was amazing!	2
"James Dyson: Makes legendary household appliances like vacums and hair dryers
Also James Dyson: Loves his cast aluminum pencil sharper. 

The little things in life."	2
I really wish we could see his full answers. I imagine this was a much longer video that had to be edited down. Release the directors’ cut!	1
Your videos make my weekend. It is something perfect that I can watch with my 4-year-old what we have lunch and it distracts him because his mom is leaving to work. Your videos honestly are lifesavers. Thank you	2
For the 50th video you should let AUSTIN choose a box 📦 🤷🏿‍♂️	1
8:58 I got the ReMarkable as a note taking/planner. Its has a great design. Really lightweight and better than carrying a note book or two. Subscription, depending who you are, are a hit a miss	2
Must admit, that new MX Master Mechanical keyboard looks and sounds great! Thinking of getting myself one of them now	2
This man really does love gundam. Respect.	2
Man the Grid Studios is my favorite tech. That is definitely something to get. I got it on my Christmas list this year. I like the remarkable until I see the price tag, that's the remarkable part they can get away with selling it for prices that rival apple products.	2
Jay had whole lotta energy on this video 🔥	2
As per usual, your unboxing videos make me  happy! Actually, all of them, thanks again!	2
I’ve been looking at those remarkable tablets for a few years now. I just can’t justify the price when I can carry an old school notebook lol	1
Thank you for the amazon voucher, great content as always!	2
Hey! By popular demand I made a list of all Cool Tech Under $50 products from the last 3 years archived so you can see it all on 1 page! https://lustre.ai/creator/randomfrankp	2
My favorite product was definitely the wireless desk charger. Hope I can finally win one of these. Love your videos Frank, keep up the great work!	2
On the wireless phone charger, I could see installing it under the wood in your nightstands if you have the right kind of furniture for the job. Also, the Echo Dot stand is super cute! Definitely made me think of Portal Turrets too!  Definitely my favorite!	2
Loved the “invisible” charger, would definitely contribute to keeping my clean.	2
Wow, that wireless desk charger is insanely cool. I would love one of those.	2
This channel is actually really cool. Instead of being just a kickstarter compilation these are all actual product reviews. Going to watch a few more before subscribing but so far extremely good channel	2
This might be the best episode of this series ever. So many great ideas!	2
The charger was my favorite. The hidden feature is cool but what I really like is the easy under the desk installation that also saves space	2
What an awesome video, I love to see new affordable products come out!  This makes me wonder why certain tech devices have such an immense shelf price.  If more technology can be produced at cheaper costs, there may be some advancement in the asking price from many everyday-used devices such as laptops or desktops	2
I love wireless setups and the wireless charger is always a bonus! Thanks for the best content as always!	2
Oh imagine when they get those sound wave extinguishers in giant sizes to catch the forest fires real quick. The people, animals and homes saved would be amazing. Not to mention the forests as well. What a brilliant invention. 😁👍☘️	2
That fire extinguisher could potentially be attached to drones to put out lightning strike fires and prevent future forest fires	1
Imagine we could just buy a sized sheet of film like a screen protector then place it on any window or surface we like , such as a mirror , bench top or car windscreen , and then be able to utilise it like a touch screen 👍 would be more practical than buying an expensive mirror	2
"In my opinion, despite my fascination for the topic, an exoskeleton is a an autonomous Robot built around the human shape with the purpose of giving its ""pilot"" (haha) a sense of being superior while executing lowest work dependent on the mood of it's programmer/superuser, replacing the pilot when needed and sending all his collectable data to the company that is worried about our future with the best intentions.
Take a look at this no.1-picture: It may now be real, but every Buster Crabbe sci fi, sorry Buck Rogers ans Flash Gordon bw-series, is showing superior uniforms that look not half as clumsy and sluggish like this shown prosthesis."	1
Floating cities sound pretty promising, as free land is already scarce. The question is who will rescue the cities from violent storms, or protect them from armed pirates. A floating city will need its own defenses, but will that be allowed within the 12 mile territorial limit?	1
It’s awesome, but what happens to the humans that used to do these jobs?	2
I want to know what problem that Quantum computer solved in a few minutes that would take a normal computer 10,000 years.	1
"AI is the most important one, a lot of people think AI is going to somehow mean self awareness, consciousness at some point.
The main implications of AI is that it is self improving, the true ramifications of this are not yet known but what is going to happen
is that AI is going to overtake humans in a lot of things, including research and science. It is going to snowball at some point and this is going to change
everything about life far more than the industrial era did. For  example, 300 years from now we can have an AI program that has been improving itself for 300 years.
We lose about 1.4 million people each year from car accidents, and that is just fatalities, there are also many more injuries. So while I understand people being
skeptical about machines driving cars, as time goes on it is not even going to be close, AI is going to be able to do many, many things better than humans.
At some point, these quantum computers are going to make AI, they could program an AI to make a better AI of itself, an improved version.
Then the 2nd one can make a 3rd one that is better then it, etc. etc.
There is really no telling what this is going to do because we are not there yet but it is going to change things very rapidly when it happens."	1
The claim about the quantum computer came and went. I'm not sure who is on top. I'd like to see more of the Chinese tech. We seem to have very little insight into what they are doing.	1
I can confirm her squirrel facts.  I raised an orphaned one, and it was the sweetest cuddliest pet until it almost grown.  Woke up one morning an she acted like a wild animal: biting, scratching, trying to eat my face off...  It was a sad day, but I've checked wanting a squirrel off my list!	0
Adore the collection of people you have answering questions. They are so intelligent in their respective subject and superbly passionate. Love learning more.	2
I swear to God, every "can I have this exotic pet" question can just be answered with the words "Do you know what 'domestication' is and how long it takes?"	0
"""Some dogs will let you brush their teeth""

*Shows Jack struggling vehemently against having his teeth brushed*"	1
"Declawing cats.
Stop calling it declawing, it has nothing to do with the claws.
As the vet said, it is amputating the toes.
Cats have claws. If you have a problem with claws, dont get a cat."	0
THANK YOU for addressing declawing cats, and how awful and hurtful it is to the cat!	0
I have a cat who was declawed by a previous owner. He has so many behavioral issues that are typical of declawed cats. He was just at the vet yesterday for litter box issues and the vet brought up the fact that he was declawed. Declawing inflicts lifelong trauma on the animal.	0
This woman was born to be a vet. You can just tell. She's the 1% of Kindergarten girls who's living the dream! 😎👍🏻🙏🏻	2
Exotic animals as pets should be illegal. Tigers don't belong in farms, sugar gliders don't belong in apartments. Sad to see that this happens still.	0
If you decide to brush a cat's teeth, a fencing mask is highly recommended.	2
Let us know your tech queries using #AskGCNTech 👇	1
I had a recent fall at work and because I trained myself how to fall off a bike safely, I only had minor bruising on my butt. I did a tuck and roll like when I fall off the bike. Great advise Alex and Ollie.	2
When I got right hooked a few years ago, I only had time to think “this is gonna suck” and then proceeded to roll a ways on the pavement. Fortunately, I came away with ‘only’ bruises and road rash. Nothing got broken, and I think in part it was because I didn’t have a chance to put my hands out. Also, glad I was wearing a helmet!	2
I still have my copy of Eddie Borysewicz's "Bicycle Road Racing" (1985). In it he discusses practicing tumbling and diving somersaults in a gym to improve your crash response. Unfortunately I haven't practiced that, but my last inelegant dismount was at low speed, so only some skin lost.	1
#AskGCNTech after two years of running tubes, I finally went tubeless a couple of months ago. I managed to puncture my tyre the other day. Sealant didn’t do the trick nor did a couple of slugs - even tried a patch inside the tyre. The puncture was not on the sidewall and may have been 3mm large. Given the tire had plenty of life left, I am gutted that I may have to discard the tire now. When would you come to a decision that a tubeless tire is KO?	0
#askgcntech Riding in a strong crosswind the other day, I wondered if a high cadence would give a gyroscope effect and reduce buffeting from the wind.  Presumably from feet and shoes if so. Can Ollie show us the maths please.	1
My last crash (3 yrs ago).  I was on the ground so fast, I had no time to react or prepare for the impact.  But the scar from my collar bone repair looks pretty cool...	2
Another problem with filling tires with water is that the first bump you hit will probably cause the tire to blow off the rim.  Water is incompressible, unlike air, so it has to go somewhere when the tire volume gets changed due to an impact.	0
#AskGCNTech As a heavier rider, I feel I’m always in the max range of gears, either hardest gear on flat’sh roads or my easiest gear when I see any sustained gradients. I currently run a compact chain set with a 12-30 cassette on the rear. Would I benefit from upping my chain set to give me more usable gears or would this just make my climbing problem even worse due to the worse range at the rear	0
"I bought an old tractor to help clear the land I was building on. ""Stick with me."" 
I was towing a large log when I felt the back of my leg getting wet. No problem on the front of my trousers thank goodness. Turned out that a large sick had punctured one of the rear tires (tyres) 
Apparently it was fairly common practice to half fill the rear tyres (tires) with water to improve traction due to the added weight. Maybe sealant would be a better idea. Expensive though.
Love the show guys"	2
"MKBHD's Dad: What do we gift him? He's a tech blogger. He has every freaking piece of tech.

MKBHD's Mom: Let's get him a water bottle!"	1
"0:00-Intro
0:37-Backpack
1:40-16-Inch MacBook Pro/M1 Max
2:23-SD Card Reader
2:42-AirPods Max
2:59-AirTags
3:07-Body Cap For Canon R5
3:13-Webcam
3:47-Canon R5
4:18-Cables
4:54-Power Adapter/10W
5:02-RealMe Power Adapter
5:33-Apple Watch Charger
6:00-Pens
6:11-Adapter
6:40-Wallet
7:50-iPhone 13 Pro
8:14-Pixel 6 Pro


Bye"	1
Having shot Canon for 20 years I switched the Nikon in 2016. Love both brands, but prefered the Nikon ergonomics with the dual command dials rather than the Canon methodology of the 4 buttons on the top plate. R5 really improved that but I love the ISOless nature of the Nikon sensors. Canon is getting better in that regard but still behind Nikon and Sony.	2
Hey Marques! I know these sound insignificant, but since you rarely update your little dongles/accessories that you carry around and your apps on your home screens, I think it would be interesting to get a little maybe quarterly series where you talk about any changes and what you'd like to see changed/simplified with those work flows. Just an idea!	2
@MKBHD I"m a photographer and use the Peak EDC V2.  I'm impressed you got a 16" into the 20L  I'm sure it's a snug fit and doesn't leave alot of room for a ipad too.  Wanted to give you a little tip I found on that bag, here goes: The main compartment has a pass through to the top zip area where phones, airpods, etc go.  You just have to fish a cable through the corner.  I do this by unzipping the side compartment enough to fish through the cable.  It makes it so I can leave a pass through USB travel battery charger with folding prongs, that means I plug in all my devices when they're in the zip area (laptop, phone, tablet and airpods) and they all get charge from the battery AND when I get to the hotel late, I just plug one one cable into the wall outlet and I hear all my devices chime in unison that they are now charging neatly in place.  Not only that when they're done charging the battery starts charging.  I wake up with everything ready to go.  Hope you enjoy trying this out. :)	2
Would love to see an EDC/daily tech for everyone else in The Studio!	2
Marques's reaction was genuine here. He was excited to know as what will come out of his bag next 🤪	2
"I went to check out the Opal camera because I need a webcam upgrade and it looked pretty legit. I loved everything I saw on the site up until the point of the $4/month fee to use their software?! on a $300 webcam?! I think I'll just get a capture card for my mirrorless or pick up a Logi webcam instead :/

other than that, nice tech kit.

Also, yeah, your experience with the Pixel 6 mirrors my past experience with Pixel phones. I got one to try something different to the iPhone and I loved it for a few months. I tried a few customizations but found that leaving it stock was generally the best experience for me. Then it started unexpectedly slowing down or apps would wig out and crash on me out of nowhere or the camera just wouldn't or it would reboot in the middle of doing something."	2
You are carrying great tech, and it makes total sense that you are rellying more and more on Apple, their ecosystem is really good. I am an Android user and don't stick to just one brand but my wife is All-Apple and she really likes how seemless everything is. Cool stuff Marques.	2
